Gene,b3,b4,i1,i2,i1n,i2n,b3n,b4n,Start,Stop,Order,Strand,Length,Function,InsectFitness
2348,1,12,19,28,14,28,0,3,2565393,2566772,2348,-,1380,Protein,0.071428571428572
2544,0,3,0,14,0,14,0,1,2753425,2754234,2544,-,810,regulator containing an amidase domain and an AraC-type DNA-binding HTH domain,0.071428571428572
3159,19,0,26,50,20,50,5,0,3435606,3436865,3159,+,1260,protein,0.071428571428572
4187,30,0,121,6,92,6,7,0,4673988,4674665,4187,-,678,hypothetical protein,0.071428571428572
1568,133,35,488,182,369,182,31,9,1720480,1721451,1568,-,972,"III secretion injected virulence protein (EC 3.4.22.-,YopT,cysteine protease,depolymerizes actin filaments of cytoskeleton,causes cytotoxicity)",0.072595281306715
769,30,4,141,3,107,3,7,1,833898,834326,769,-,429,protein similar to VCA0109,0.072727272727273
764,95,177,1066,108,807,108,22,46,830006,830188,764,+,183,hypothetical protein,0.07431693989071
3256,39,36,67,172,51,172,8,9,3548813,3549829,3256,+,1017,carbamoyltransferase (EC 2.1.3.3),0.076233183856502
2622,0,2,7,8,5,8,0,1,2828480,2828644,2622,+,165,protein,0.076923076923077
4117,56,25,54,219,41,219,14,6,4570345,4571766,4117,+,1422,"system, trehalose-specific IIB component (EC 2.7.1.69) / PTS system, trehalose-specific IIC component (EC 2.7.1.69)",0.076923076923077
1561,15,127,240,286,181,286,3,33,1708710,1709315,1561,+,606,"regulator, TetR family",0.077087794432548
751,407,496,1761,1596,1334,1596,97,129,791379,791666,751,-,288,phosphatase/kinase,0.077133105802048
3199,83,147,459,396,348,396,20,38,3479021,3479671,3199,-,651,YigP (COG3165) clustered with ubiquinone biosynthetic genes,0.077956989247312
4271,2,208,539,279,408,279,0,54,4752782,4753363,4271,+,582,lipoprotein Slp paralog,0.078602620087336
3606,91,41,247,215,187,215,21,11,3929836,3930111,3606,-,276,membrane protein YchH,0.079601990049751
3076,90,63,184,348,140,348,22,17,3341023,3341907,3076,-,885,superfamily protein PA0057,0.079918032786885
2018,32,125,332,246,252,246,7,33,2204078,2205466,2018,-,1389,histidine kinase BaeS,0.080321285140562
328,272,285,906,1008,686,1008,63,74,342410,343804,328,+,1395,genome; segment 1/17,0.080873671782763
2701,4,11,41,18,31,18,1,3,2904424,2905278,2701,-,855,ammonia-lyase light chain (EC 4.3.1.7),0.081632653061225
906,465,0,823,727,623,727,111,0,941774,942985,906,-,1212,"integrase, Phage P4-associated",0.082222222222222
2877,1,242,315,523,239,523,0,63,3116383,3118125,2877,-,1743,protein YtfM precursor,0.082677165354331
296,434,69,938,748,711,748,103,18,308463,309569,296,-,1107,dehydrogenase (EC 1.2.1.11),0.082933516106923
3436,461,197,1359,912,1029,912,110,51,3728726,3728950,3436,-,225,protein,0.082946934569809
3493,111,83,402,273,305,273,26,22,3804168,3804728,3493,-,561,protein,0.083044982698962
2181,554,503,1676,1890,1270,1890,132,131,2366107,2368116,2181,-,2010,ABC subunit B,0.083227848101266
4567,26,81,131,222,99,222,6,21,5059518,5060126,4567,-,609,tail fibers,0.08411214953271
3158,28,0,59,37,45,37,7,0,3434367,3435596,3158,+,1230,protein,0.085365853658537
4474,1,260,592,339,448,339,0,68,4970710,4970952,4474,+,243,large exoprotein involved in heme utilization or adhesion of ShlA/HecA/FhaA family,0.086404066073698
2227,58,662,1043,1336,790,1336,14,172,2416147,2417313,2227,-,1167,decarboxylase (EC 4.1.1.2),0.087488240827846
1119,5,33,49,77,37,77,1,9,1187673,1188434,1119,-,762,(EC 1.-.-.-),0.087719298245614
1389,24,476,1526,311,1156,311,6,124,1503994,1507218,1389,-,3225,synthase large chain (EC 6.3.5.5),0.088616223585549
3913,27,105,189,216,143,216,6,27,4298115,4298636,3913,+,522,"regulator, MarR family",0.091922005571031
1545,70,297,552,585,418,585,17,77,1690922,1691686,1545,-,765,short-chain dehydrogenase/reductase family,0.093718843469591
4363,353,344,960,1126,727,1126,84,90,4849298,4849837,4363,+,540,dinucleotide biosynthesis protein MobA,0.093901780895845
3532,196,426,1103,845,835,845,47,111,3842990,3843193,3532,+,204,protein,0.094047619047619
1364,4,36,80,45,61,45,1,9,1474409,1475086,1364,-,678,hypothetical protein,0.09433962264151
2394,156,816,1791,1263,1356,1263,37,213,2608708,2609109,2394,+,402,protein,0.095456281023291
582,414,460,1101,1447,834,1447,97,121,594239,596326,582,-,2088,(amylomaltase) (EC 2.4.1.25),0.095572117492328
1233,707,639,2410,1674,1825,1674,168,167,1314723,1316165,1233,-,1443,(EC 1.11.1.6),0.095741640468705
828,20,0,48,16,36,16,5,0,875001,875534,828,-,534,transcriptional activator FlhC,0.096153846153846
1037,6,3,27,0,20,0,1,1,1092670,1092825,1037,+,156,toxin protein,0.1
2270,34,3,37,62,28,62,8,1,2484689,2484877,2270,+,189,protein; Hypothetical gene,0.1
3153,148,138,667,202,507,202,35,36,3429242,3430300,3153,+,1059,1-phosphate guanosyltransferase,0.100141043723554
4773,136,66,176,366,133,366,32,18,5294471,5295031,4773,-,561,protein,0.100200400801603
4714,233,34,310,399,235,399,55,9,5239053,5240642,4714,+,1590,cyclohydrolase (EC 3.5.4.10) / Phosphoribosylaminoimidazolecarboxamide formyltransferase (EC 2.1.2.3),0.100946372239748
1287,0,73,111,104,84,104,0,19,1392961,1393566,1287,+,606,regulator,0.101063829787234
4579,446,758,1589,1794,1203,1794,106,197,5066863,5067429,4579,-,567,,0.101101101101101
160,0,311,462,441,350,441,0,80,166778,167668,160,+,891,protein L11 methyltransferase (EC 2.1.1.-),0.101137800252845
2319,909,611,2751,1633,2084,1633,217,159,2532152,2533468,2319,+,1317,oxidoreductase in 4-hydroxyproline catabolic gene cluster,0.101156846919559
567,83,216,969,0,734,0,19,56,577462,578217,567,+,756,basal-body rod protein FlgF,0.102179836512262
326,262,196,599,662,453,662,62,52,340536,341528,326,-,993,membrane protein YhjD,0.102242152466368
862,35,0,18,64,14,64,8,0,910068,910307,862,+,240,protein,0.102564102564103
2591,8,33,64,58,49,58,2,9,2798306,2798737,2591,+,432,stress protein A,0.102803738317757
3942,210,197,496,596,375,596,50,51,4328012,4328152,3942,-,141,protein,0.104016477857878
952,4,3,0,19,0,19,1,1,996508,996807,952,-,300,hypothetical protein,0.105263157894737
3567,19,66,100,123,76,123,4,17,3894505,3894618,3567,+,114,protein,0.105527638190955
3481,916,388,1626,1751,1231,1751,219,100,3791112,3791753,3481,+,642,dehydrogenase O gamma subunit (EC 1.2.1.2),0.106975184439973
4890,90,166,298,390,226,390,22,44,5417497,5417658,4890,+,162,protein,0.107142857142857
3984,939,1062,2446,2679,1852,2679,223,276,4379757,4380950,3984,+,1194,hypothetical protein,0.110130214080777
2787,42,316,428,509,324,509,10,82,2999383,3000288,2787,-,906,reductase (EC 1.1.1.60),0.110444177671068
4459,2170,822,8530,138,6460,138,518,214,4949645,4950529,4459,+,885,hypothetical protein,0.110942709912095
2034,0,2,0,9,0,9,0,1,2223845,2224006,2034,-,162,protein,0.111111111111111
4057,0,2,0,9,0,9,0,1,4488313,4488438,4057,-,126,protein,0.111111111111111
2659,133,142,365,343,276,343,32,37,2870280,2871773,2659,-,1494,glycerol-3-phosphate dehydrogenase (EC 1.1.5.3),0.111470113085622
3266,89,140,636,28,482,28,21,36,3559181,3560698,3266,-,1518,hypothetical protein,0.111764705882353
4878,16,0,8,29,6,29,4,0,5402877,5403029,4878,+,153,membrane protein YPO1482,0.114285714285714
1541,372,515,880,1250,666,1250,89,134,1686807,1687427,1541,+,621,"YciO protein, TsaC/YrdC paralog",0.116388308977036
716,7,112,117,177,89,177,2,29,738801,739259,716,-,459,"regulator, AsnC family",0.116541353383459
872,138,482,978,609,741,609,33,126,920639,921177,872,-,539,protein,0.117777777777778
3388,237,116,370,448,281,448,56,30,3684950,3687295,3388,+,2346,respiration control sensor protein arcB (EC 2.7.3.-),0.117969821673525
66,664,697,2489,999,1885,999,159,182,73268,73402,66,+,135,protein,0.118238557558946
4881,93,186,301,363,228,363,22,48,5406455,5406616,4881,+,162,protein,0.11844331641286
668,1210,3,1133,1585,858,1585,289,1,690801,691271,668,+,471,membrane lipoprotein pcp precursor,0.118706508391322
2773,43,490,763,557,578,557,9,127,2984818,2986902,2773,+,2085,division protein FtsH (EC 3.4.24.-),0.119823788546255
4730,88,133,152,351,115,351,21,35,5252186,5253067,4730,+,882,protein,0.120171673819742
3924,1774,2209,4713,4705,3569,4705,422,574,4307977,4309341,3924,+,1365,lytic murein transglycosylase D precursor (EC 3.2.1.-),0.12037708484409
2559,226,331,394,862,298,862,54,86,2767759,2767872,2559,-,114,protein,0.120689655172414
955,141,56,461,39,349,39,33,14,999253,1000050,955,-,798,peptidase (Prepilin peptidase) (EC 3.4.23.43) / N-methyltransferase (EC 2.1.1.-),0.121134020618557
2285,814,245,1469,1010,1113,1010,194,64,2497665,2498777,2285,-,1113,reductase (EC 1.-.-.-),0.121526142251531
680,0,24,6,52,5,52,0,7,701086,701199,680,-,114,protein,0.12280701754386
1785,361,150,567,595,430,595,87,39,1938150,1938956,1785,+,807,"reductase, acetol producing (EC 1.1.1.-) / 2,5-diketo-D-gluconic acid reductase B (EC 1.1.1.274)",0.122926829268293
4501,671,1372,2996,1916,2269,1916,160,357,5000210,5001229,4501,+,1020,"2 (AI-2) ABC transport system, periplasmic AI-2 binding protein LsrB",0.123536439665472
1285,258,196,486,530,368,530,61,50,1390136,1391491,1285,+,1356,biosynthesis diaminobutyrate--2-oxoglutarate aminotransferase (EC 2.6.1.76),0.123608017817372
3736,26,155,161,248,122,248,6,40,4077407,4077577,3736,+,171,protein,0.124324324324324
135,823,263,1186,1232,898,1232,197,68,142874,144214,135,-,1341,"protein, part of TldE/TldD proteolytic complex",0.124413145539906
4109,1786,1303,6530,1169,4945,1169,425,339,4561918,4562640,4109,+,723,protein,0.124959110238796
1600,1,200,467,61,353,61,0,52,1764974,1767430,1600,-,2457,transpeptidase-transglycosylase (EC 2.4.1.129) (EC 3.4.-.-),0.1256038647343
2331,3,164,165,223,125,223,1,43,2545215,2546612,2331,+,1398,protein,0.126436781609195
2255,496,1121,1539,2033,1166,2033,117,292,2462866,2463306,2255,+,441,protein ImpF,0.127852453891841
2888,0,19,41,8,31,8,0,5,3126713,3127429,2888,+,717,activator protein SolR,0.128205128205128
928,187,453,610,786,462,786,45,118,966675,967958,928,+,1284,,0.130608974358974
307,4800,567,4788,6194,3626,6194,1144,148,318259,319527,307,-,1269,tail fiber protein,0.131568228105906
1435,25,27,72,43,55,43,6,7,1554644,1554787,1435,-,144,protein,0.13265306122449
2052,10,210,177,292,134,292,2,55,2239554,2241017,2052,-,1464,zinc metalloprotease YfgC precursor,0.133802816901408
2163,745,205,836,1089,633,1089,177,54,2343816,2344649,2163,-,834,utilization protein,0.134146341463415
2574,261,67,490,215,371,215,62,17,2778398,2778868,2574,+,471,protein; Hypothetical transmembrane protein,0.13481228668942
4178,1,275,279,321,212,321,0,72,4661522,4663465,4178,+,1944,protein; Some similarities with putative integral membrane protein,0.135084427767355
3728,2,211,229,233,174,233,0,55,4072144,4073109,3728,-,966,(EC 2.7.1.2),0.135135135135135
4462,8,27,44,40,34,40,2,8,4953193,4953825,4462,+,633,hypothetical protein,0.135135135135135
1280,367,636,1002,1104,759,1104,88,164,1384612,1385067,1280,+,456,hypothetical protein,0.135265700483092
2354,5,94,180,48,136,48,1,24,2570831,2572000,2354,-,1170,dioxygenase ferredoxin--NAD(+) reductase component (EC 1.18.1.3),0.135869565217391
1088,14,0,18,8,14,8,3,0,1158214,1158735,1088,-,522,baseplate assembly protein W,0.136363636363636
3268,8,441,482,485,365,485,2,114,3563857,3565464,3268,+,1608,"ABC transporter, periplasmic oligopeptide-binding protein OppA (TC 3.A.1.5.1)",0.136470588235294
2012,2,194,89,295,67,295,0,50,2197181,2197981,2012,+,801,phosphate kinase ThiD (EC 2.7.4.7),0.138121546961326
4073,412,1617,1832,2346,1386,2346,98,421,4523530,4524804,4073,-,1275,class II (EC 2.3.1.-),0.139067524115756
2372,182,439,1040,337,788,337,43,114,2585867,2587582,2372,-,1716,alpha subunit (EC 3.5.1.5),0.139555555555556
1439,342,468,1309,444,991,444,81,122,1559105,1560487,1439,-,1383,repair protein RadA,0.141463414634146
3104,164,531,1089,419,825,419,39,138,3378584,3379744,3104,+,1161,deacetylase (EC 3.5.1.25),0.142282958199357
2335,16,0,33,3,25,3,4,0,2550065,2550979,2335,-,915,family transcriptional regulator YnfL,0.142857142857143
4733,0,2,6,2,5,2,0,1,5254471,5254731,4733,+,261,bacteriophage protein,0.142857142857143
3408,346,28,708,91,536,91,83,7,3702751,3703998,3408,+,1248,symporter,0.143540669856459
1235,26,554,1084,229,821,229,6,145,1317049,1318254,1235,-,1206,transport protein,0.143809523809524
577,71,451,509,536,386,536,17,117,587847,588773,577,+,927,protein; Unknown protein,0.145336225596529
3300,0,57,136,0,103,0,0,15,3594827,3595276,3300,+,450,hypothetical protein,0.145631067961165
1527,133,43,151,181,114,181,32,11,1664370,1664897,1527,+,528,invasion locus protein precursor,0.145762711864407
4159,0,104,100,109,76,109,0,27,4643513,4643893,4159,-,381,hypothetical protein,0.145945945945946
3870,487,281,1076,482,815,482,116,74,4239435,4241870,3870,+,2436,(EC 2.7.2.4) / Homoserine dehydrogenase (EC 1.1.1.3),0.146491904394757
1974,59,297,407,311,308,311,14,77,2142685,2143446,1974,+,762,"ene-1,7-dioate decarboxylase (EC 4.1.1.68) / 2-hydroxyhepta-2,4-diene-1,7-dioate isomerase (EC 5.3.3.-)",0.147011308562197
1742,41,354,386,400,292,400,10,92,1893906,1894511,1742,+,606,glycerol phosphate synthase amidotransferase subunit (EC 2.4.2.-),0.147398843930636
4005,656,672,1390,1182,1052,1182,156,175,4429189,4430799,4005,-,1611,ligase (EC 6.2.1.17),0.14816472694718
4556,161,224,532,234,403,234,38,58,5048708,5049307,4556,-,600,WrbA,0.150706436420722
1357,2,53,77,27,59,27,0,13,1469874,1470557,1357,-,684,hypothetical protein,0.151162790697674
2265,2813,452,2873,3000,2175,3000,671,118,2472863,2476381,2265,+,3519,protein,0.152463768115942
1701,154,303,495,385,375,385,37,79,1848739,1849956,1701,-,1218,isomerase (EC 5.3.1.-),0.152631578947368
1657,7,69,87,64,66,64,2,18,1812897,1813214,1657,-,318,protein,0.153846153846154
2974,2479,909,4746,1754,3593,1754,591,236,3232126,3233283,2974,+,1158,mutase I (EC 5.4.99.5) / Prephenate dehydratase (EC 4.2.1.51),0.154666167944642
2248,358,625,941,889,714,889,85,163,2455323,2456093,2248,+,771,bacteriophage tail fiber C-terminus,0.154709918902059
2295,1680,1795,3015,3289,2284,3289,400,466,2509488,2510681,2295,+,1194,(EC 3.4.11.19),0.155392068903643
3537,1718,2758,5601,3011,4241,3011,409,718,3853303,3853440,3537,+,138,protein,0.155405405405405
1450,0,26,4,42,3,42,0,7,1579050,1579757,1450,+,708,Uncharacterized conserved protein,0.155555555555556
4678,612,293,559,988,424,988,146,76,5197988,5199166,4678,+,1179,RNA large subunit methyltransferase N (EC 2.1.1.-),0.157223796033994
231,40,205,153,290,116,290,10,54,237615,238718,231,-,1104,core biosynthesis glycosyl transferase,0.157635467980296
4512,441,843,1052,1252,797,1252,105,218,5008531,5009073,4512,-,543,Nudix hydrolase YfcD (EC 3.6.-.-),0.157637872132748
414,259,77,312,284,236,284,62,20,421690,422178,414,-,489,protein,0.157692307692308
779,242,61,211,302,160,302,57,16,840565,841383,779,-,819,5-dehydrogenase I alpha (EC 1.1.1.25),0.158008658008658
4214,333,78,304,396,230,396,79,20,4703274,4703909,4214,-,636,1 fimbriae regulatory protein FimB,0.15814696485623
4232,13,229,123,302,93,302,3,60,4720048,4720212,4232,+,165,protein,0.159493670886076
2733,472,192,533,614,404,614,113,50,2939840,2940184,2733,+,345,hypothetical protein,0.160117878192534
1771,356,2,249,347,189,347,85,1,1926387,1927982,1771,-,1596,ATPase component of ABC transporter with duplicated ATPase domain,0.16044776119403
559,1900,1868,3378,3291,2558,3291,453,486,569855,572212,559,-,2358,toxin complex protein TcaC,0.160540263292871
3718,73,144,187,191,142,191,17,37,4060799,4061491,3718,+,693,histidine kinase,0.162162162162162
4582,222,181,274,406,207,406,53,47,5072995,5074299,4582,-,1305,dehydrogenase (EC 1.6.99.3),0.163132137030995
3424,722,894,2299,702,1741,702,173,232,3718019,3718702,3424,-,684,protein; Some similarities with unknown protein of Photorhabdus,0.165779778960295
403,6,0,8,0,6,0,1,0,412063,412209,403,+,147,protein,0.166666666666667
1555,0,4,0,6,0,6,0,1,1703987,1704526,1555,-,540,cyclohydrolase II (EC 3.5.4.25),0.166666666666667
1763,512,581,812,1017,615,1017,122,151,1916102,1916986,1763,+,885,deaminase (EC 3.5.4.5),0.167279411764706
2363,122,275,681,93,516,93,30,72,2579128,2579556,2363,-,429,"synthase A-like protein, uncharacterized enzyme involved in pigment biosynthesis",0.167487684729064
4729,271,64,232,304,176,304,65,16,5251611,5252168,4729,+,558,protein,0.16875
1283,1787,477,1454,2144,1101,2144,426,123,1387341,1388867,1283,+,1527,3-monooxygenase (EC 1.14.13.3),0.169183359013868
2224,1405,75,2364,299,1791,299,335,20,2412719,2413375,2224,+,657,prophage protein,0.169856459330144
2004,411,1154,1360,1301,1029,1301,98,301,2191049,2191828,2004,-,780,protein,0.171244635193133
819,125,405,352,524,267,524,30,106,864557,864694,819,-,138,elongation factor Tu,0.171934260429836
21,464,3,266,448,201,448,111,1,27175,27687,21,+,513,lyase (EC 4.1.3.40),0.172573189522342
3613,225,1169,1326,1051,1004,1051,53,303,3937321,3938823,3613,-,1503,hypothetical protein,0.17323600973236
2081,2,715,1404,10,1063,10,0,186,2273632,2274267,2081,-,636,response regulator protein,0.173345759552656
1634,0,76,47,79,36,79,0,20,1793674,1793862,1634,-,189,protein,0.173913043478261
2329,119,135,437,37,331,37,28,36,2544216,2544578,2329,+,363,secreted protein,0.173913043478261
4731,15,18,43,13,33,13,3,5,5253079,5253615,4731,+,537,PROTEIN,0.173913043478261
2396,151,389,329,534,249,534,36,101,2610318,2610455,2396,+,138,elongation factor Tu,0.174968071519796
44,0,25,13,30,10,30,0,7,49111,49242,44,-,132,protein,0.175
4740,0,13,11,9,8,9,0,3,5260311,5260433,4740,-,123,protein,0.176470588235294
1319,460,243,578,532,438,532,110,63,1428236,1429522,1319,+,1287,RNA helicase RhlB,0.178350515463918
304,1190,1847,2654,2279,2009,2279,284,481,315729,316901,304,-,1173,tail sheath monomer,0.178404850746269
3508,414,959,1251,1003,947,1003,99,249,3815495,3816076,3508,-,582,,0.178461538461538
4586,59,381,270,426,204,426,14,99,5077386,5077742,4586,-,357,protein: a purine nucleoside phosphoramidase,0.179365079365079
1989,269,35,243,234,184,234,65,10,2157001,2157747,1989,+,747,chain dehydrogenase,0.179425837320574
101,43,267,230,263,174,263,10,69,111815,113119,101,+,1305,hypothetical protein,0.180778032036613
3386,398,875,921,1082,698,1082,94,228,3678318,3679736,3386,-,1419,synthase [NADPH] small chain (EC 1.4.1.13),0.180898876404494
2526,518,49,533,348,403,348,123,13,2735603,2736525,2526,+,923,hypothetical protein,0.181091877496671
4820,6,2,14,0,11,0,1,1,5339365,5339631,4820,-,267,protein,0.181818181818182
2167,13,406,416,284,315,284,3,106,2346224,2347231,2167,-,1008,"Cytochrome bd2, subunit II",0.181969949916528
2216,484,1519,1572,1617,1191,1617,116,395,2406095,2407135,2216,-,1041,protein ImpH/VasB,0.181980056980057
3721,18,184,137,176,104,176,4,47,4063075,4064931,3721,-,1857,cytidylyltransferase (EC 2.7.7.15) / Aspartate aminotransferase (EC 2.6.1.1),0.182142857142857
1615,175,748,820,679,621,679,42,195,1777783,1778076,1615,+,294,signal peptide protein,0.182307692307692
2300,47,15,85,18,64,18,11,4,2514611,2516527,2300,-,1917,"system, mannitol-specific IIC component (EC 2.7.1.69) / PTS system, mannitol-specific IIB component (EC 2.7.1.69) / PTS system, mannitol-specific IIA component",0.182926829268293
3975,93,131,321,63,243,63,22,34,4373514,4373954,3975,+,441,hypothetical protein,0.183006535947712
2750,54,109,104,145,79,145,13,28,2961014,2961328,2750,+,315,protein,0.183035714285714
1053,194,124,221,257,167,257,46,32,1111281,1112456,1053,-,1176,tail sheath protein FI,0.183962264150943
3186,541,492,912,704,691,704,129,128,3465663,3466274,3186,-,612,protein co-occurring with transport systems (COG1739),0.184229390681004
4465,79,361,277,396,210,396,18,94,4957023,4957667,4465,+,645,protein,0.184818481848185
1924,2,40,0,54,0,54,0,10,2094570,2095508,1924,+,939,element protein,0.185185185185185
2475,276,390,1184,7,897,7,66,102,2684410,2684664,2475,+,255,III secretion cytoplasmic protein (YscF),0.185840707964602
2140,34,407,334,355,253,355,8,105,2327207,2328691,2140,+,1485,bacteriophage tail fiber C-terminus,0.185855263157895
3421,6531,4178,8564,7721,6485,7721,1557,1087,3714066,3714476,3421,+,411,hypothetical protein,0.186118541461354
667,3433,1439,4740,2799,3589,2799,818,375,689341,690459,667,-,1119,acid kinase (EC 2.7.1.-),0.186756418284283
2279,31,171,109,190,83,190,7,44,2491568,2493010,2279,-,1443,(EC 3.2.1.86),0.186813186813187
3184,234,99,127,342,96,342,56,26,3463612,3464154,3184,-,543,"IX oxidase, oxygen-independent, HemG (EC 1.3.-.-)",0.187214611872146
278,1883,932,2675,1660,2025,1660,450,241,286512,288161,278,+,1650,"transferase and related proteins, alkaline phosphatase superfamily",0.187516960651289
2575,5915,1576,12005,571,9091,571,1410,410,2779448,2780638,2575,+,1191,AAA+ superfamily,0.188366797764438
1267,1980,125,2124,1063,1608,1063,472,33,1369009,1369494,1267,+,486,lipoprotein nlpC precursor,0.189067764882067
3647,2708,1819,2915,3684,2208,3684,645,474,3972940,3974355,3647,-,1416,Slt family,0.189918533604888
3592,299,256,735,169,556,169,70,68,3916356,3917102,3592,-,747,protein,0.190344827586207
